ArraySize, Bubble Sort, Merge Sort, Counting Sort, Quick Sort, Timsort
100, 8.923768997192383, 1.1028528213500977, 0.17595291137695312, 0.30078887939453125, 0.40099620819091797
250, 52.64430046081543, 5.361628532409668, 0.701904296875, 1.4035224914550781, 0.19114017486572266
500, 194.10219192504883, 8.568906784057617, 3.8105010986328125, 3.1024932861328125, 0.4977703094482422
750, 275.43225288391113, 13.814568519592285, 1.4036178588867188, 4.010796546936035, 0.2953529357910156
1000, 429.34138774871826, 22.29595184326172, 2.9077529907226562, 4.400920867919922, 0.6112813949584961
1250, 625.2352237701416, 17.031073570251465, 1.905059814453125, 5.514883995056152, 0.5006790161132812
2500, 1778.9328575134277, 54.14397716522217, 4.903364181518555, 9.72590446472168, 0.6824731826782227
3750, 4303.94287109375, 114.50450420379639, 4.969668388366699, 14.538741111755371, 1.2651443481445312
5000, 7240.650582313538, 136.17277145385742, 6.009149551391602, 14.234161376953125, 1.533961296081543
6250, 10485.708904266357, 216.4614200592041, 7.210755348205566, 21.141791343688965, 2.0055532455444336
7500, 15131.127762794495, 290.0583744049072, 9.424901008605957, 21.961617469787598, 2.384495735168457
8750, 20620.426726341248, 401.26922130584717, 17.94133186340332, 32.98766613006592, 3.1848907470703125
10000, 26922.5816488266, 479.00590896606445, 13.680315017700195, 36.16080284118652, 3.0301570892333984
